date	size"/"remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ("servermsg")	MIME	Etag|Date	URL	localfile	(from URL)
23:20:27	3796/3796	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:47:34%20GMT	http://product.hstatic.net/200000291373/product/product35_ea16a488a8244ed3a8db1c07e9d5565c_medium.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product35_ea16a488a8244ed3a8db1c07e9d5565c_medium.jpg	(from https://chicken-run.myharavan.com/)
23:20:28	306136/306136	---MCZ	200	added ("OK")	text/html	etag:W/%22573a65ca143548e696c544bedec3be6e%22	https://chicken-run.myharavan.com/products/ga-nuong-tieu-den-nguyen-con	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/products/ga-nuong-tieu-den-nguyen-con.html	(from https://chicken-run.myharavan.com/)
23:20:30	306090/306090	---MCZ	200	added ("OK")	text/html	etag:W/%22574038dbb8f04c65a2c38acd38683030%22	https://chicken-run.myharavan.com/products/xien-ga-nuong-rau-cu-qua	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/products/xien-ga-nuong-rau-cu-qua.html	(from https://chicken-run.myharavan.com/)
23:20:30	11233/11233	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:47:34%20GMT	http://product.hstatic.net/200000291373/product/product35_ea16a488a8244ed3a8db1c07e9d5565c_large.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product35_ea16a488a8244ed3a8db1c07e9d5565c_large.jpg	(from https://chicken-run.myharavan.com/)
23:20:31	25494/25494	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:47:33%20GMT	http://product.hstatic.net/200000291373/product/product34_cae07b2443594f72839eb3c628743c2f_grande.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product34_cae07b2443594f72839eb3c628743c2f_grande.jpg	(from https://chicken-run.myharavan.com/)
23:20:31	6219/6219	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:47:41%20GMT	http://product.hstatic.net/200000291373/product/le-traiteur-frozen-3-joint-wings-1kg_7fa4dca7c09c4a5aa0123a4ab01f1461_medium.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/le-traiteur-frozen-3-joint-wings-1kg_7fa4dca7c09c4a5aa0123a4ab01f1461_medium.jpg	(from https://chicken-run.myharavan.com/)
23:20:32	16726/16726	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:47:38%20GMT	http://product.hstatic.net/200000291373/product/product35_ea16a488a8244ed3a8db1c07e9d5565c_grande.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product35_ea16a488a8244ed3a8db1c07e9d5565c_grande.jpg	(from https://chicken-run.myharavan.com/)
23:20:34	304803/304803	---MCZ	200	added ("OK")	text/html	etag:W/%22d07676aac6e94fa4baf1985c4fd67883%22	https://chicken-run.myharavan.com/products/canh-ga-tuoi	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/products/canh-ga-tuoi.html	(from https://chicken-run.myharavan.com/)
23:20:35	5059/5059	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:47:47%20GMT	http://product.hstatic.net/200000291373/product/frozen-chicken-drumstick-100-130g-pc-8-10-pcs-pack_8ca4607481d34918899941eca364c195_medium.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/frozen-chicken-drumstick-100-130g-pc-8-10-pcs-pack_8ca4607481d34918899941eca364c195_medium.jpg	(from https://chicken-run.myharavan.com/)
23:20:35	15013/15013	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:47:42%20GMT	http://product.hstatic.net/200000291373/product/le-traiteur-frozen-3-joint-wings-1kg_7fa4dca7c09c4a5aa0123a4ab01f1461_large.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/le-traiteur-frozen-3-joint-wings-1kg_7fa4dca7c09c4a5aa0123a4ab01f1461_large.jpg	(from https://chicken-run.myharavan.com/)
23:20:35	15013/15013	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:47:43%20GMT	http://product.hstatic.net/200000291373/product/le-traiteur-frozen-3-joint-wings-1kg_7fa4dca7c09c4a5aa0123a4ab01f1461_grande.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/le-traiteur-frozen-3-joint-wings-1kg_7fa4dca7c09c4a5aa0123a4ab01f1461_grande.jpg	(from https://chicken-run.myharavan.com/)
23:20:38	6149/6149	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:47:50%20GMT	http://product.hstatic.net/200000291373/product/phi-le-ga_8692dc92712d4d5e9a302bae5a0f39b4_medium.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/phi-le-ga_8692dc92712d4d5e9a302bae5a0f39b4_medium.jpg	(from https://chicken-run.myharavan.com/)
23:20:38	12946/12946	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:47:48%20GMT	http://product.hstatic.net/200000291373/product/frozen-chicken-drumstick-100-130g-pc-8-10-pcs-pack_8ca4607481d34918899941eca364c195_large.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/frozen-chicken-drumstick-100-130g-pc-8-10-pcs-pack_8ca4607481d34918899941eca364c195_large.jpg	(from https://chicken-run.myharavan.com/)
23:20:38	12946/12946	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:47:49%20GMT	http://product.hstatic.net/200000291373/product/frozen-chicken-drumstick-100-130g-pc-8-10-pcs-pack_8ca4607481d34918899941eca364c195_grande.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/frozen-chicken-drumstick-100-130g-pc-8-10-pcs-pack_8ca4607481d34918899941eca364c195_grande.jpg	(from https://chicken-run.myharavan.com/)
23:20:39	309579/309579	---MCZ	200	added ("OK")	text/html	etag:W/%2223397170f12a46f8b2bf4a9e0d8299c2%22	https://chicken-run.myharavan.com/products/dui-ga-tuoi	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/products/dui-ga-tuoi.html	(from https://chicken-run.myharavan.com/)
23:20:42	17245/17245	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:47:51%20GMT	http://product.hstatic.net/200000291373/product/phi-le-ga_8692dc92712d4d5e9a302bae5a0f39b4_large.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/phi-le-ga_8692dc92712d4d5e9a302bae5a0f39b4_large.jpg	(from https://chicken-run.myharavan.com/)
23:20:44	24300/24300	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:47:52%20GMT	http://product.hstatic.net/200000291373/product/phi-le-ga_8692dc92712d4d5e9a302bae5a0f39b4_grande.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/phi-le-ga_8692dc92712d4d5e9a302bae5a0f39b4_grande.jpg	(from https://chicken-run.myharavan.com/)
23:20:44	304672/304672	---MCZ	200	added ("OK")	text/html	etag:W/%224a73269bc21d4f19843cd29863a649c9%22	https://chicken-run.myharavan.com/products/uc-ga-fillet-ga	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/products/uc-ga-fillet-ga.html	(from https://chicken-run.myharavan.com/)
23:20:44	274207/274207	---MCZ	200	added ("OK")	text/html	date:Wed,%2022%20May%202024%2016:20:45%20GMT	https://chicken-run.myharavan.com/search	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/search.html	(from https://chicken-run.myharavan.com/)
23:20:44	279156/279156	---MCZ	200	added ("OK")	text/html	etag:W/%22be3b937b4ce7411e947294cae8e1463b%22	https://chicken-run.myharavan.com/pages/chinh-sach-doi-tra	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/pages/chinh-sach-doi-tra.html	(from https://chicken-run.myharavan.com/)
23:20:45	278558/278558	---MCZ	200	added ("OK")	text/html	etag:W/%22b6f3f48be49a41c2a846ca6a591bf8c5%22	https://chicken-run.myharavan.com/pages/chinh-sach-bao-mat	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/pages/chinh-sach-bao-mat.html	(from https://chicken-run.myharavan.com/)
23:20:45	280531/280531	---MCZ	200	added ("OK")	text/html	etag:W/%2263d2c15caa074006b842f6a908df6ea9%22	https://chicken-run.myharavan.com/pages/dieu-khoan-dich-vu	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/pages/dieu-khoan-dich-vu.html	(from https://chicken-run.myharavan.com/)
23:20:47	19839/19839	---MCZ	200	added ("OK")	application/javascript	etag:W/%22928f4be5749e6091bdd50b24c97f2280%22	http://hstatic.net/0/0/global/option_selection.js	D:/PetProject/TemplateWebsite/hstatic.net/0/0/global/option_selection.js	(from https://chicken-run.myharavan.com/)
23:20:47	13041/13041	---MCZ	200	added ("OK")	application/javascript	etag:W/%22d16a832add6c22628b6d020849c2caae%22	http://hstatic.net/0/0/global/api.jquery.js	D:/PetProject/TemplateWebsite/hstatic.net/0/0/global/api.jquery.js	(from https://chicken-run.myharavan.com/)
23:20:49	46089/46089	---MCZ	200	added ("OK")	application/javascript	etag:W/%221ad14eed08d62f4ec598189e2637f105%22	http://theme.hstatic.net/200000291373/1000688425/14/scripts.js?v=124	D:/PetProject/TemplateWebsite/theme.hstatic.net/200000291373/1000688425/14/scripts7944.js	(from https://chicken-run.myharavan.com/)
23:20:49	204130/204130	---MCZ	200	added ("OK")	application/javascript	etag:W/%22604a0ecaccae3d7b8e8317fccec316af%22	http://theme.hstatic.net/200000291373/1000688425/14/plugins.js?v=124	D:/PetProject/TemplateWebsite/theme.hstatic.net/200000291373/1000688425/14/plugins7944.js	(from https://chicken-run.myharavan.com/)
23:20:50	167/167	---M--	301	error ("Moved%20Permanently")	text/html	date:Wed,%2022%20May%202024%2016:20:53%20GMT	https://assets.harafunnel.com/widget/108520260558644.js	D:/PetProject/TemplateWebsite/assets.harafunnel.com/widget/108520260558644.62.delayed	(from https://chicken-run.myharavan.com/)
23:20:50	0/0	---M--	301	error ("Moved%20Permanently")	text/plain	date:Wed,%2022%20May%202024%2016:20:55%20GMT	http://connect.facebook.net/en_US/sdk/xfbml.customerchat.js	D:/PetProject/TemplateWebsite/connect.facebook.net/en_US/sdk/xfbml.customerchat.64.delayed	(from https://chicken-run.myharavan.com/)
23:20:50	2738/2738	---MCZ	200	added ("OK")	application/javascript	date:Tue,%2014%20May%202024%2006:50:05%20GMT	https://app.harasocial.com/widget/108520260558644.js	D:/PetProject/TemplateWebsite/app.harasocial.com/widget/108520260558644.js	(from https://chicken-run.myharavan.com/)
23:20:54	326515/326515	---M-Z	200	added ("OK")	application/x-javascript	etag:%2257fed5b19466d7e7ea0bdc26451aaaa2%22	https://connect.facebook.net/en_US/sdk/xfbml.customerchat.js	D:/PetProject/TemplateWebsite/connect.facebook.net/en_US/sdk/xfbml.customerchat.js	(from https://chicken-run.myharavan.com/)
23:20:55	18112/18112	---M--	200	added ("OK")	application/font-woff2	etag:%22afad155657a2024966b54aa23dd3a157%22	http://theme.hstatic.net/200000291373/1000688425/14/futura.woff2	D:/PetProject/TemplateWebsite/theme.hstatic.net/200000291373/1000688425/14/futura.woff2	(from http://theme.hstatic.net/200000291373/1000688425/14/styles.css?v=124)
23:20:58	165738/165738	---MCZ	200	added ("OK")	application/vnd.ms-fontobject	etag:W/%2271da5ddff65efc8007378607920b0bb7%22	http://theme.hstatic.net/200000291373/1000688425/14/fontawesome.eot?v=123	D:/PetProject/TemplateWebsite/theme.hstatic.net/200000291373/1000688425/14/fontawesome6040.eot	(from http://theme.hstatic.net/200000291373/1000688425/14/styles.css?v=124)
23:21:14	0/0	---M--	404	error ("Not%20Found")	text/html	date:Wed,%2022%20May%202024%2016:21:19%20GMT	http://theme.hstatic.net/200000291373/1000688425/14/fontawesome.ttf?v=123	D:/PetProject/TemplateWebsite/theme.hstatic.net/200000291373/1000688425/14/fontawesome.696040.delayed	(from http://theme.hstatic.net/200000291373/1000688425/14/styles.css?v=124)
23:21:18	657/657	---M--	200	added ("OK")	image/png	etag:%22c2caba65a6602e5866c7e79c9fd2465d%22	http://theme.hstatic.net/200000193535/1000650310/14/sold_out.png	D:/PetProject/TemplateWebsite/theme.hstatic.net/200000193535/1000650310/14/sold_out.png	(from http://theme.hstatic.net/200000291373/1000688425/14/styles.css?v=124)
23:21:18	346/346	---M--	200	added ("OK")	image/png	etag:%222f9f3cbd7695d0afd5dfd08f2c14a850%22	http://theme.hstatic.net/200000291373/1000688425/14/iconsearch.png?v=123	D:/PetProject/TemplateWebsite/theme.hstatic.net/200000291373/1000688425/14/iconsearch6040.png	(from http://theme.hstatic.net/200000291373/1000688425/14/styles.css?v=124)
23:21:18	220/220	---M--	200	added ("OK")	image/png	etag:%2280c551172d69aa2ba09f5a5fe1bb133d%22	http://hstatic.net/0/0/global/design/theme-default/userico.png	D:/PetProject/TemplateWebsite/hstatic.net/0/0/global/design/theme-default/userico.png	(from http://theme.hstatic.net/200000291373/1000688425/14/styles.css?v=124)
23:21:18	424964/424964	---MCZ	200	added ("OK")	image/svg+xml	etag:W/%221b6f5c831da14f51a9f7a5aa1e9323bd%22	http://theme.hstatic.net/200000291373/1000688425/14/fontawesome.svg?v=123	D:/PetProject/TemplateWebsite/theme.hstatic.net/200000291373/1000688425/14/fontawesome6040.svg	(from http://theme.hstatic.net/200000291373/1000688425/14/styles.css?v=124)
23:21:18	307/307	---M--	200	added ("OK")	image/png	etag:%227da3daa2cbe2fb31359587912ceceeb2%22	http://hstatic.net/0/0/global/design/theme-default/email.png	D:/PetProject/TemplateWebsite/hstatic.net/0/0/global/design/theme-default/email.png	(from http://theme.hstatic.net/200000291373/1000688425/14/styles.css?v=124)
23:21:19	333/333	---M--	200	added ("OK")	image/png	etag:%2231fe470d95dc70a82651ce69740eff9f%22	http://hstatic.net/0/0/global/design/theme-default/pass.png	D:/PetProject/TemplateWebsite/hstatic.net/0/0/global/design/theme-default/pass.png	(from http://theme.hstatic.net/200000291373/1000688425/14/styles.css?v=124)
23:21:19	605/605	---M--	200	added ("OK")	image/png	etag:%224b7e891d7255ec65efe943c7cc8e01f2%22	http://theme.hstatic.net/200000291373/1000688425/14/hover_bg.png?v=123	D:/PetProject/TemplateWebsite/theme.hstatic.net/200000291373/1000688425/14/hover_bg6040.png	(from http://theme.hstatic.net/200000291373/1000688425/14/styles.css?v=124)
23:21:20	4948/4948	---M--	200	added ("OK")	image/png	etag:%2246a148665e658411476becb49fbcf48b%22	http://theme.hstatic.net/200000291373/1000688425/14/border_footer.png?v=123	D:/PetProject/TemplateWebsite/theme.hstatic.net/200000291373/1000688425/14/border_footer6040.png	(from http://theme.hstatic.net/200000291373/1000688425/14/styles.css?v=124)
23:21:29	0/0	---M--	404	error ("Not%20Found")	text/html	etag:W/%225e98e75b7b5f4cb5a3357b23c5972ccf%22	https://chicken-run.myharavan.com/collections/owl.video.play.png	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/collections/owl.video.play.73.delayed	(from https://chicken-run.myharavan.com/collections/crunchy)
23:21:32	4249/4249	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:48:34%20GMT	http://product.hstatic.net/200000291373/product/product2_fd295fb6-9faf-45e5-a59d-704e41f09575_22f8310a03f846f18334e9c594dad066_medium.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product2_fd295fb6-9faf-45e5-a59d-704e41f09575_22f8310a03f846f18334e9c594dad066_medium.jpg	(from https://chicken-run.myharavan.com/collections/crunchy)
23:21:34	282023/282023	---MCZ	200	added ("OK")	text/html	etag:W/%22ad4b10a6a7a54dfe84a4b8ea9ff02445%22	https://chicken-run.myharavan.com/collections	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/collections.html	(from https://chicken-run.myharavan.com/collections/crunchy)
23:21:35	13538/13538	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:48:37%20GMT	http://product.hstatic.net/200000291373/product/product2_fd295fb6-9faf-45e5-a59d-704e41f09575_22f8310a03f846f18334e9c594dad066_large.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product2_fd295fb6-9faf-45e5-a59d-704e41f09575_22f8310a03f846f18334e9c594dad066_large.jpg	(from https://chicken-run.myharavan.com/collections/crunchy)
23:21:39	20383/20383	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:48:38%20GMT	http://product.hstatic.net/200000291373/product/product2_fd295fb6-9faf-45e5-a59d-704e41f09575_22f8310a03f846f18334e9c594dad066_grande.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product2_fd295fb6-9faf-45e5-a59d-704e41f09575_22f8310a03f846f18334e9c594dad066_grande.jpg	(from https://chicken-run.myharavan.com/collections/crunchy)
23:21:40	309637/309637	---MCZ	200	added ("OK")	text/html	etag:W/%2239f3aa7703bb4977bd2f6683218b7f74%22	https://chicken-run.myharavan.com/products/canh-ga-sot-pho-mai	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/products/canh-ga-sot-pho-mai.html	(from https://chicken-run.myharavan.com/collections/crunchy)
23:21:40	3580/3580	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:48:44%20GMT	http://product.hstatic.net/200000291373/product/product23_e925ad5c-0c4f-41c2-aabd-581e75b70ec2_eb55b84bf5de433e97fb10b90d7c50ba_medium.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product23_e925ad5c-0c4f-41c2-aabd-581e75b70ec2_eb55b84bf5de433e97fb10b90d7c50ba_medium.jpg	(from https://chicken-run.myharavan.com/collections/crunchy)
23:21:41	9916/9916	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:48:44%20GMT	http://product.hstatic.net/200000291373/product/product23_e925ad5c-0c4f-41c2-aabd-581e75b70ec2_eb55b84bf5de433e97fb10b90d7c50ba_large.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product23_e925ad5c-0c4f-41c2-aabd-581e75b70ec2_eb55b84bf5de433e97fb10b90d7c50ba_large.jpg	(from https://chicken-run.myharavan.com/collections/crunchy)
23:21:43	14394/14394	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:48:45%20GMT	http://product.hstatic.net/200000291373/product/product23_e925ad5c-0c4f-41c2-aabd-581e75b70ec2_eb55b84bf5de433e97fb10b90d7c50ba_grande.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product23_e925ad5c-0c4f-41c2-aabd-581e75b70ec2_eb55b84bf5de433e97fb10b90d7c50ba_grande.jpg	(from https://chicken-run.myharavan.com/collections/crunchy)
23:21:48	310972/310972	---MCZ	200	added ("OK")	text/html	etag:W/%2226bd035d0fa44d5ba7a86a8a8941e2bc%22	https://chicken-run.myharavan.com/products/ga-chien-xu	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/products/ga-chien-xu.html	(from https://chicken-run.myharavan.com/collections/crunchy)
23:21:50	287083/287083	---MCZ	200	added ("OK")	text/html	etag:W/%228dc7eec870f94493af00ab7b0a6983c0%22	https://chicken-run.myharavan.com/collections/crunchy?page=2	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/collections/crunchy4658.html	(from https://chicken-run.myharavan.com/collections/crunchy)
23:21:54	297002/297002	---MCZ	200	added ("OK")	text/html	etag:W/%2254e0d3dd85e344a5916efacd5b4cd3e4%22	https://chicken-run.myharavan.com/collections/chicken-meal	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/collections/chicken-meal.html	(from https://chicken-run.myharavan.com/collections/crunchy)
23:21:56	283971/283971	---MCZ	200	added ("OK")	text/html	etag:W/%22ccc18e66e16a4d0fa736fa184c3177da%22	https://chicken-run.myharavan.com/collections/grilled-chicken	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/collections/grilled-chicken.html	(from https://chicken-run.myharavan.com/collections/crunchy)
23:21:58	299619/299619	---MCZ	200	added ("OK")	text/html	etag:W/%22e0027577fe27439f9a74e8adf5e94240%22	https://chicken-run.myharavan.com/collections/nuoc-uong	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/collections/nuoc-uong.html	(from https://chicken-run.myharavan.com/collections/crunchy)
23:22:07	0/0	---M--	404	error ("Not%20Found")	text/html	etag:W/%22e8ee71bf27f541179767e02f02209a72%22	https://chicken-run.myharavan.com/blogs/owl.video.play.png	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/blogs/owl.video.play.png	(from https://chicken-run.myharavan.com/blogs/news)
23:22:12	248267/248267	---M--	200	added ("OK")	image/jpeg	etag:%223bf3dd105c9d69aba1ae2d321ab2d569%22	http://theme.hstatic.net/200000291373/1000688425/14/collection_banner_head.jpg?v=124	D:/PetProject/TemplateWebsite/theme.hstatic.net/200000291373/1000688425/14/collection_banner_head7944.jpg	(from https://chicken-run.myharavan.com/collections/crunchy)
23:22:17	284034/284034	---MCZ	200	added ("OK")	text/html	etag:W/%221611f2d68bea47e39bf0b728b59a5f87%22	https://chicken-run.myharavan.com/blogs/news/an-sup-lo-xanh-moi-ngay-de-ngan-ngua-7-loai-ung-thu	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/blogs/news/an-sup-lo-xanh-moi-ngay-de-ngan-ngua-7-loai-ung-thu.html	(from https://chicken-run.myharavan.com/blogs/news)
23:22:21	19155/19155	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:49:27%20GMT	http://file.hstatic.net/200000291373/article/healthy-food-concept-green-spinach-smoothie-breakf-3l74s7u-1024x768_96f6ac6d96904ebdb8d808eb710ce108_large.jpg	D:/PetProject/TemplateWebsite/file.hstatic.net/200000291373/article/healthy-food-concept-green-spinach-smoothie-breakf-3l74s7u-1024x768_96f6ac6d96904ebdb8d808eb710ce108_large.jpg	(from https://chicken-run.myharavan.com/blogs/news)
23:22:22	171645/171645	---M--	200	added ("OK")	image/jpeg	etag:%22e6f312a754aedf6127fbed2b9f0d544a%22	http://theme.hstatic.net/200000291373/1000688425/14/collection_banner_image.jpg?v=124	D:/PetProject/TemplateWebsite/theme.hstatic.net/200000291373/1000688425/14/collection_banner_image7944.jpg	(from https://chicken-run.myharavan.com/collections/crunchy)
23:22:25	284232/284232	---MCZ	200	added ("OK")	text/html	etag:W/%228718bc58482a4afe91d8b6b144e5a2ce%22	https://chicken-run.myharavan.com/blogs/news/doi-vi-voi-mon-thit-cuu-om-hanh-nhan-mem-thom-den-ngat-ngay	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/blogs/news/doi-vi-voi-mon-thit-cuu-om-hanh-nhan-mem-thom-den-ngat-ngay.html	(from https://chicken-run.myharavan.com/blogs/news)
23:22:29	28955/28955	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:49:33%20GMT	http://file.hstatic.net/200000291373/article/t-bone-grilled-beef-steak-cznz5ye-1024x639_226cb81b2b364612a7d7b949ecf1e7d2_large.jpg	D:/PetProject/TemplateWebsite/file.hstatic.net/200000291373/article/t-bone-grilled-beef-steak-cznz5ye-1024x639_226cb81b2b364612a7d7b949ecf1e7d2_large.jpg	(from https://chicken-run.myharavan.com/blogs/news)
23:22:29	284296/284296	---MCZ	200	added ("OK")	text/html	etag:W/%22cb3dc516bccc4d57ab726cc9d58b6571%22	https://chicken-run.myharavan.com/blogs/news/bi-do-hap-thit-mon-an-nhin-rat-sang-chanh-nhung-ma-lai-cuc-ky-de-lam	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/blogs/news/bi-do-hap-thit-mon-an-nhin-rat-sang-chanh-nhung-ma-lai-cuc-ky-de-lam.html	(from https://chicken-run.myharavan.com/blogs/news)
23:22:32	284312/284312	---MCZ	200	added ("OK")	text/html	etag:W/%222d0a1325c1de4ef4ba22c0db4e5214d7%22	https://chicken-run.myharavan.com/blogs/news/lam-sao-de-giu-duoc-toi-da-duong-chat-trong-thuc-pham-sau-khi-che-bien	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/blogs/news/lam-sao-de-giu-duoc-toi-da-duong-chat-trong-thuc-pham-sau-khi-che-bien.html	(from https://chicken-run.myharavan.com/blogs/news)
23:22:36	28425/28425	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:49:40%20GMT	http://file.hstatic.net/200000291373/article/baked-duck-with-vegetables-ugkgfea-1024x682_f5169f771b32483c8a40dcdb2a0527c0_large.jpg	D:/PetProject/TemplateWebsite/file.hstatic.net/200000291373/article/baked-duck-with-vegetables-ugkgfea-1024x682_f5169f771b32483c8a40dcdb2a0527c0_large.jpg	(from https://chicken-run.myharavan.com/blogs/news)
23:22:37	612935/612935	---M--	200	added ("OK")	image/jpeg	etag:%2215f99d21bd99e3a67379277fb0592344%22	http://theme.hstatic.net/200000291373/1000688425/14/popup_contact_bkg.jpg?v=123	D:/PetProject/TemplateWebsite/theme.hstatic.net/200000291373/1000688425/14/popup_contact_bkg6040.jpg	(from http://theme.hstatic.net/200000291373/1000688425/14/styles.css?v=124)
23:22:40	39241/39241	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:49:43%20GMT	http://file.hstatic.net/200000291373/article/food-background-sliced-portions-large-salmon-fille-7wycf7v-1024x768_2308c1dbb36f4e7b93e2e4310b3ad895_large.jpg	D:/PetProject/TemplateWebsite/file.hstatic.net/200000291373/article/food-background-sliced-portions-large-salmon-fille-7wycf7v-1024x768_2308c1dbb36f4e7b93e2e4310b3ad895_large.jpg	(from https://chicken-run.myharavan.com/blogs/news)
23:22:40	284128/284128	---MCZ	200	added ("OK")	text/html	etag:W/%228738bb21add348e586d66a22f355644c%22	https://chicken-run.myharavan.com/blogs/news/an-ngon-suot-tuan-voi-thuc-don-7-ngay-ngon-quen-het-met-moi-nay	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/blogs/news/an-ngon-suot-tuan-voi-thuc-don-7-ngay-ngon-quen-het-met-moi-nay.html	(from https://chicken-run.myharavan.com/blogs/news)
23:22:43	283858/283858	---MCZ	200	added ("OK")	text/html	etag:W/%22997a012cdb10464e8aa874489ef992b8%22	https://chicken-run.myharavan.com/blogs/news/huong-vi-ha-noi-giua-long-sai-gon	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/blogs/news/huong-vi-ha-noi-giua-long-sai-gon.html	(from https://chicken-run.myharavan.com/blogs/news)
23:22:44	27116/27116	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:49:49%20GMT	http://file.hstatic.net/200000291373/article/he-is-a-master-chef-2a3m5xr-768x512_1ddf05e6052948c380f56e9394f9ee44_large.jpg	D:/PetProject/TemplateWebsite/file.hstatic.net/200000291373/article/he-is-a-master-chef-2a3m5xr-768x512_1ddf05e6052948c380f56e9394f9ee44_large.jpg	(from https://chicken-run.myharavan.com/blogs/news)
23:22:47	283886/283886	---MCZ	200	added ("OK")	text/html	etag:W/%22b119efa006a441b18184cf247c745836%22	https://chicken-run.myharavan.com/blogs/news/cha-ca-la-vong-noi-tieng-hon-100-nam	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/blogs/news/cha-ca-la-vong-noi-tieng-hon-100-nam.html	(from https://chicken-run.myharavan.com/blogs/news)
